data_captura,codigo_fundo,nome_fundo,cnpj,administrador,segmento,tipo,mandato,prazo_duracao,gestao,data_encerramento,cotistas,patrimonio_liquido
2026-06-02,CXAG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,CXCI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CARTEIRA IMOBILIÁRIA RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,CXCE11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,CXTL11,FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA SEQ LOGISTICA RENDA RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,IDUA11,FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS IV,,,,,,,,,,
2026-06-02,LKDV11,FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVELOPMENT V1 RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,EDFO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,NVHO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO FII NOVO HORIZONTE - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GTWR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HBCR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA,,,,,,,,,,
2026-06-02,HUCG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO HOSPITAL UNIMED CAMPINA GRANDE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HUSC11,FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA,,,,,,,,,,
2026-06-02,HOSI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,FINF11,FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,BLUE11,FUNDO DE INVESTIMENTO IMOBILIÁRIO MACAM SHOPPING RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,MMPD11,FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL MPD DESENVOLVIMENTO RESIDENCIAL RESP LIMITADA,,,,,,,,,,
2026-06-02,MCCI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII RESPONSABILIDADE LIMITA,,,,,,,,,,
2026-06-02,WTSP11,FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,PABY11,FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,,,,,,,,,,
2026-06-02,RBRP11,FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIA PROPERTIES - FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,VTPA11,FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL V RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,FPNG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,VTPL11,FUNDO DE INVESTIMENTO IMOBILIÁRIO PLUS RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ESTQ11,FUNDO DE INVESTIMENTO IMOBILIARIO POLO ESTOQUE II RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,VPSI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,RBRY11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,RELG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA - RESPONSABILIDADE  LIMITADA,,,,,,,,,,
2026-06-02,RLGX11,FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA II - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,RRES11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIVIERA RESIDENCIAL - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,RZRM11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA MALLS RPPS - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,RZTR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,,,,,,,,,,
2026-06-02,ROOF11,FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HOMS11,FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP III RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,FISC11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401 - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,SAIC11,FUNDO DE INVESTIMENTO IMOBILIARIO SIA CORPORATE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,SMRE11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SMART REAL ESTATE - FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,SOFF11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFIA,,,,,,,,,,
2026-06-02,SPVJ11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,TGAR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,,,,,,,,,,
2026-06-02,TRCO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TORRE RIO CLARO OFFICES - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,TRUE11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TRUE MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,LVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI LOGÍSTICO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,PVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI PRIME PROPERTIES - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,VERE11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VEREDA - FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,FIVN11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,VSHO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,,,,,,,,,,
2026-06-02,BMLT11,FUNDO DE INVESTIMENTOS  IMOBILIÁRIOS DE PERMUTA FINANCEIRA LOTE5 MEZANINO RESPONSABILIDADE  LIMITADA,,,,,,,,,,
2026-06-02,FIIC11,FUNDO DE INVESTIMENTOS IMOBILIÁRIO DO CAMPREV PARA SUSTENTABILIDADE PREVIDENCIÁRIA DO MUNICÍPIO,,,,,,,,,,
2026-06-02,BSLT11,FUNDO DE INVESTIMENTOS IMOBILIÁRIOS DE PERMUTA FINANCEIRA LOTE5 (SENIOR) RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,TCIN11,G5 CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,GCDL11,GALAPAGOS DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GSRF11,GALAPAGOS DESENVOLVIMENTO RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GFDL11,GALAPAGOS FEEDER DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITA,,,,,,,,,,
2026-06-02,GLPF11,GALAPAGOS FEEDER LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GLCR11,GALAPAGOS HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GCRI11,GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GCOI11,GALAPAGOS SPECIAL OPORTUNITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,GZIT11,GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,FIGS11,GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GSFI11,GENERAL SHOPPING E OUTLETS DO BRASIL FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,VXXV11,GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII -  RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GLOG11,GENIAL LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ABCP11,GRAND PLAZA SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,RCFA11,GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO,,,,,,,,,,
2026-06-02,GAME11,GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA I FII DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GARE11,GUARDIAN REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ATCR11,HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,HCTB11,HCO CURITIBA I FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,AERO11,HCO OPPS AERO I FII DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HCTR11,HECTARE CE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HCST11,HECTARE DESENVOLVIMENTO STUDENT HOUSING - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITAD,,,,,,,,,,
2026-06-02,HCHG11,HECTARE RECEBÍVEIS HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESP LIMITADA,,,,,,,,,,
2026-06-02,HAAA11,HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ATSA11,HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HGBL11,HEDGE BRASIL LOGÍSTICO INDUSTRIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HGBS11,HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HDEL11,HEDGE DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,FLRP11,HEDGE FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HJCT11,HEDGE JHSF CAPITAL PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HLOG11,HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HOFC11,HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HDOF11,HEDGE PALADIN DESIGN OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HRDF11,HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HREC11,HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,SEED11,HEDGE SEED FUNDO DE INVESTIMENTO IMOBILIARIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HPDP11,HEDGE SHOPPING PARQUE DOM PEDRO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,STRY11,HEDGE STRATEGY FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HFOF11,HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,YEES11,HEDGE YEES HABITAÇÕES ECONÔMICAS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HGIC11,HGI CRÉDITOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HIRE11,HIRE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HILG11,HIRE LOG I - FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,HTMX11,HOTEL MAXINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HSAF11,HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESP LIMITADA,,,,,,,,,,
2026-06-02,HSLG11,HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESP LIMITADA,,,,,,,,,,
2026-06-02,HSML11,HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,HUSI11,HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,IVCI11,ICATU VANGUARDA CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,GRUL11,ICATU VANGUARDA GRU  LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ICNE11,ÍCONE - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,IMMB11,IMMOBINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,INDE11,INTER DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,INLG11,INTER LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,INRD11,INTER RESIDENCE FUNDO DE INVESTIMENTO IMOBILIÁRIO FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ITIP11,INTER TEVA ÍNDICE DE PAPEL FUNDO DE INVESTIMENTO IMOBILIÁRIO FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ITIT11,INTER TEVA ÍNDICE DE TIJOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,IBBP11,INVISTA BRAZILIAN BUSINESS PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,XPIN11,INVISTA INDUSTRIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,IRIM11,IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ICDI11,ITAÚ CRÉDITO IMOBILIÁRIO CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ICRI11,ITAÚ CRÉDITO IMOBILIÁRIO IPCA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ILOG11,ITAÚ RBR DESENVOLVIMENTO LOGÍSTICO - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,TMPS11,ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,ITRI11,ITAÚ TOTAL RETURN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,JCDB11,JACARANDÁ 02 FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,JCDA11,JACARANDÁ I FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,JASC11,JASC RENDA VAREJO ESSENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,VJFD11,JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,JFLL11,JFL LIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,JFLR11,JFL REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,JCCJ11,JHSF CAPITAL MALLS - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,JPPA11,JPP CAPITAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE  RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,JSAF11,JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,JSRE11,JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,JSCR11,JS RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,JTPR11,JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB,,,,,,,,,,
2026-06-02,BGS1,JUBARTE BGS LOGÍSTICA DE GRÃOS DESENVOLVIMENTO FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KISU11,KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS SUNO 30 RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KIVO11,KILIMA VOLKANO RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KRES11,KINEA AQUISIÇÕES RESIDENCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KCRE11,KINEA CREDITAS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNGR11,KINEA DESENVOLVIMENTO GUARARÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KGUJ11,KINEA DESENVOLVIMENTO GUARARÁ JARDINS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KLOG11,KINEA DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KDLG11,KINEA DESENVOLVIMENTO LOGÍSTICO II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KFEN11,KINEA FÊNIX FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNHF11,KINEA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNHY11,KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO  RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNRE11,KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNIP11,KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KOIM11,KINEA OPORTUNIDADES IMOBILIÁRIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KORE11,KINEA OPORTUNIDADES REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNPL11,KINEA PLATAFORMA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNPR11,KINEA PREMIUM PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KPMR11,KINEA PRIME RESIDENCIAL I FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KPRP11,KINEA PRIME RESIDENCIAL I PVT FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNRI11,KINEA RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNCR11,KINEA RENDIMENTOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,KNUQ11,KINEA UNIQUE HY CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,LMAI11,LABINA MULTI ATIVOS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,LPLP11,LAGO DA PEDRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,SLDZ11,LAV SLDZ DESENVOLVIMENTO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,LRED11,LCP REAL ESTATE DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,LSOI11,LCP SPECIAL OPPORTUNITIES I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,LSII11,LCP SPECIAL OPPORTUNITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,LSOP11,LCP SPECIAL OPPORTUNITIES III FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,LRDI11,LEBLON REALTY DESENVOLVIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,LASC11,LEGATUS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,LIFE11,LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTOS IMOBILIÁRIOS,,,,,,,,,,
2026-06-02,LOFT11,LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,MAGM11,MAG MULT FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,MAGM11,MAG MULTIESTRATÉGIA CLASSE DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,MANA11,MANATÍ CAPITAL HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,MMVE11,MARESIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-02,MCLO11,MAUÁ CAPITAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-02,MCRE11,MAUÁ CAPITAL REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
