data_captura,dt_referencia,data,periodo,classe,segmento_investidor,tipo_metodologia,metrica,prazo,valor
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,EFPC,Captação Líquida Dados Consolidados,media_simples,3,0.0032
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PJ,Resgate Dados Consolidados,EWMA_97,21,0.3948
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PRIVATE,Captação Líquida Dados Consolidados,EWMA_94,10,0.0214
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,EFPC,Captação Líquida Dados Consolidados,EWMA_94,5,0.0018
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,PJ,Captação Líquida Dados Consolidados,EWMA_97,21,0.0872
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,EFPC,Resgate Dados Consolidados,EWMA_94,42,0.0369
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,OUTROS,Resgate Dados Consolidados,media_simples,42,0.0665
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,VAREJO,Captação Líquida Dados Consolidados,media_simples,21,0.0303
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PJ,Captação Líquida Dados Consolidados,EWMA_94,5,0.0153
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,OUTROS,Resgate Dados Consolidados,EWMA_94,4,0.0422
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,126,0.6464
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PRIVATE,Resgate Dados Consolidados,EWMA_94,21,0.0375
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PRIVATE,Captação Líquida Dados Consolidados,media_simples,63,0.087
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,VAREJO,Captação Líquida Dados Consolidados,EWMA_97,1,0.0018
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,EFPC,Resgate Dados Consolidados,EWMA_94,2,0.0015
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,EFPC,Resgate Dados Consolidados,EWMA_97,1,0.001
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,EFPC,Captação Líquida Dados Consolidados,media_simples,4,0.0038
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,PJ,Captação Líquida Dados Consolidados,EWMA_94,2,0.0091
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,EFPC,Resgate Dados Consolidados,EWMA_97,3,0.0023
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,1,0.002
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,INSTITUCIONAIS,Captação Líquida Dados Consolidados,media_simples,63,0.1506
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,OUTROS,Resgate Dados Consolidados,media_simples,10,0.1254
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,VAREJO,Captação Líquida Dados Consolidados,media_simples,42,0.0594
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,OUTROS,Captação Líquida Dados Consolidados,EWMA_94,3,0.0094
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,VAREJO,Captação Líquida Dados Consolidados,media_simples,4,0.0069
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,PRIVATE,Resgate Dados Consolidados,EWMA_97,1,0.001
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,VAREJO,Resgate Dados Consolidados,EWMA_94,126,0.4172
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,OUTROS,Resgate Dados Consolidados,EWMA_94,1,0.0015
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,EFPC,Captação Líquida Dados Consolidados,media_simples,2,0.0104
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Consolidados,media_simples,63,0.2809
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PJ,Resgate Dados Consolidados,EWMA_94,1,0.0216
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,EFPC,Captação Líquida Dados Consolidados,EWMA_94,21,0.0065
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,EFPC,Resgate Dados Consolidados,media_simples,5,0.0039
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Consolidados,EWMA_94,21,0.0472
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,PJ,Captação Líquida Dados Consolidados,EWMA_94,4,0.0073
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,OUTROS,Resgate Dados Consolidados,EWMA_97,63,1.0
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PJ,Captação Líquida Dados Consolidados,media_simples,5,0.0404
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,EFPC,Captação Líquida Dados Consolidados,EWMA_97,3,0.0022
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,10,0.0128
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,PJ,Captação Líquida Dados Consolidados,EWMA_97,2,0.0082
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,INSTITUCIONAIS,Captação Líquida Dados Consolidados,media_simples,1,0.0037
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,5,0.0147
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,PJ,Resgate Dados Consolidados,EWMA_94,4,0.0174
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,EFPC,Resgate Dados Consolidados,media_simples,1,0.0012
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PRIVATE,Resgate Dados Consolidados,media_simples,10,0.0761
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,EFPC,Resgate Dados Consolidados,EWMA_94,10,0.0038
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PJ,Resgate Dados Consolidados,EWMA_97,1,0.0053
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PJ,Resgate Dados Consolidados,EWMA_97,126,0.6607
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Consolidados,media_simples,42,0.0712
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,PRIVATE,Captação Líquida Dados Consolidados,EWMA_97,3,0.0023
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,VAREJO,Resgate Dados Consolidados,EWMA_97,126,0.4193
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PRIVATE,Resgate Dados Consolidados,EWMA_94,63,0.104
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,INSTITUCIONAIS,Captação Líquida Dados Consolidados,media_simples,42,0.0808
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,VAREJO,Captação Líquida Dados Consolidados,EWMA_97,42,0.0499
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,EFPC,Captação Líquida Dados Consolidados,EWMA_94,1,0.0007
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,EFPC,Resgate Dados Consolidados,EWMA_94,10,0.0363
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_97,1,0.0038
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,OUTROS,Captação Líquida Dados Consolidados,EWMA_94,42,0.2088
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,42,0.0644
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PJ,Resgate Dados Consolidados,media_simples,2,0.0112
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,OUTROS,Resgate Dados Consolidados,EWMA_97,2,0.0029
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,PJ,Resgate Dados Consolidados,EWMA_94,5,0.0212
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,PJ,Captação Líquida Dados Consolidados,media_simples,126,0.2437
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PRIVATE,Captação Líquida Dados Consolidados,media_simples,5,0.0195
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,PRIVATE,Captação Líquida Dados Consolidados,EWMA_97,63,0.5042
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,VAREJO,Resgate Dados Consolidados,media_simples,3,0.0041
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,OUTROS,Captação Líquida Dados Consolidados,EWMA_94,10,0.0126
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_97,63,0.277
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PJ,Captação Líquida Dados Consolidados,EWMA_97,126,0.4704
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,EFPC,Resgate Dados Consolidados,media_simples,4,0.004
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,OUTROS,Resgate Dados Consolidados,EWMA_94,10,0.1085
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,5,0.0092
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Consolidados,EWMA_97,21,0.1257
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,OUTROS,Captação Líquida Dados Consolidados,media_simples,126,0.4594
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,EFPC,Resgate Dados Consolidados,EWMA_97,4,0.0184
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,EFPC,Captação Líquida Dados Consolidados,EWMA_97,1,0.001
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,PJ,Captação Líquida Dados Consolidados,EWMA_94,126,0.2981
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Consolidados,media_simples,4,0.0108
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,EFPC,Captação Líquida Dados Consolidados,EWMA_97,126,0.08
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Consolidados,EWMA_97,3,0.0199
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Consolidados,EWMA_97,3,0.0072
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,OUTROS,Resgate Dados Consolidados,EWMA_94,5,0.1154
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PJ,Captação Líquida Dados Consolidados,EWMA_94,21,0.0719
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,PRIVATE,Resgate Dados Consolidados,EWMA_97,126,0.1072
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,EFPC,Captação Líquida Dados Consolidados,EWMA_94,10,0.0067
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,VAREJO,Resgate Dados Consolidados,EWMA_94,42,0.063
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,OUTROS,Resgate Dados Consolidados,EWMA_94,126,0.1832
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,VAREJO,Resgate Dados Consolidados,media_simples,1,0.0027
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,VAREJO,Captação Líquida Dados Consolidados,EWMA_97,10,0.0199
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,OUTROS,Resgate Dados Consolidados,media_simples,3,0.0046
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,OUTROS,Captação Líquida Dados Consolidados,media_simples,42,0.0604
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,PRIVATE,Resgate Dados Consolidados,media_simples,4,0.0033
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,VAREJO,Resgate Dados Consolidados,EWMA_94,5,0.0077
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PRIVATE,Resgate Dados Consolidados,EWMA_97,4,0.0209
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,OUTROS,Captação Líquida Dados Consolidados,EWMA_94,42,0.0541
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,PJ,Captação Líquida Dados Consolidados,EWMA_94,3,0.0113
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,PJ,Captação Líquida Dados Consolidados,EWMA_97,1,0.0025
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PRIVATE,Captação Líquida Dados Consolidados,EWMA_94,4,0.0046
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,VAREJO,Captação Líquida Dados Consolidados,media_simples,63,0.1036
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,INSTITUCIONAIS,Captação Líquida Dados Consolidados,media_simples,5,0.0093
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,PRIVATE,Resgate Dados Consolidados,EWMA_97,21,0.0219
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PRIVATE,Resgate Dados Consolidados,EWMA_97,2,0.003
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,4,0.0052
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PRIVATE,Resgate Dados Consolidados,EWMA_97,1,0.0056
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PRIVATE,Resgate Dados Consolidados,media_simples,1,0.0078
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_94,21,0.0223
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,10,0.0134
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,10,0.0298
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PRIVATE,Resgate Dados Consolidados,media_simples,2,0.0032
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PJ,Captação Líquida Dados Consolidados,EWMA_97,2,0.0089
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PJ,Captação Líquida Dados Consolidados,EWMA_94,5,0.0223
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Consolidados,EWMA_97,21,0.03
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,EFPC,Captação Líquida Dados Consolidados,EWMA_94,5,0.0038
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,VAREJO,Captação Líquida Dados Consolidados,media_simples,10,0.0114
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,OUTROS,Resgate Dados Consolidados,media_simples,21,0.0321
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,5,0.0454
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,EFPC,Resgate Dados Consolidados,EWMA_97,63,0.0447
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_94,42,0.0635
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PJ,Resgate Dados Consolidados,EWMA_97,42,0.2316
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,OUTROS,Captação Líquida Dados Consolidados,media_simples,3,0.0098
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,EFPC,Captação Líquida Dados Consolidados,media_simples,63,0.0597
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,PRIVATE,Captação Líquida Dados Consolidados,EWMA_94,4,0.0041
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,EFPC,Resgate Dados Consolidados,EWMA_94,3,0.0109
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_97,1,0.0041
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,INSTITUCIONAIS,Captação Líquida Dados Consolidados,media_simples,63,0.2247
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_97,3,0.0107
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,OUTROS,Resgate Dados Consolidados,media_simples,4,0.0502
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,VAREJO,Captação Líquida Dados Consolidados,EWMA_97,2,0.0035
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,VAREJO,Resgate Dados Consolidados,EWMA_97,42,0.1062
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Consolidados,media_simples,4,0.0057
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,PJ,Resgate Dados Consolidados,media_simples,5,0.0154
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PRIVATE,Captação Líquida Dados Consolidados,media_simples,21,0.0275
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_94,2,0.0019
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,42,0.0645
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,1,0.0019
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,OUTROS,Captação Líquida Dados Consolidados,media_simples,2,0.0069
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Consolidados,EWMA_94,3,0.0075
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_94,42,0.1137
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,PRIVATE,Captação Líquida Dados Consolidados,EWMA_97,126,0.1017
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,4,0.0049
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,VAREJO,Resgate Dados Consolidados,media_simples,1,0.0034
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,VAREJO,Captação Líquida Dados Consolidados,EWMA_97,3,0.0042
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_94,42,0.12
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,OUTROS,Resgate Dados Consolidados,EWMA_97,42,0.4368
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,EFPC,Captação Líquida Dados Consolidados,EWMA_97,1,0.0005
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,OUTROS,Captação Líquida Dados Consolidados,media_simples,42,0.1497
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_94,3,0.0047
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,PRIVATE,Resgate Dados Consolidados,EWMA_97,63,0.509
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,PJ,Captação Líquida Dados Consolidados,EWMA_97,21,0.078
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,VAREJO,Captação Líquida Dados Consolidados,media_simples,3,0.0043
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Consolidados,EWMA_94,126,0.1624
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,10,0.0125
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,VAREJO,Resgate Dados Consolidados,EWMA_94,63,0.1211
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Consolidados,media_simples,10,0.0224
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,PJ,Captação Líquida Dados Consolidados,media_simples,4,0.0078
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_94,10,0.0174
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,EFPC,Captação Líquida Dados Consolidados,media_simples,1,0.0011
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,OUTROS,Captação Líquida Dados Consolidados,EWMA_94,42,0.3579
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PRIVATE,Captação Líquida Dados Consolidados,EWMA_94,10,0.0181
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,VAREJO,Captação Líquida Dados Consolidados,EWMA_94,42,0.0988
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,EFPC,Captação Líquida Dados Consolidados,EWMA_94,126,0.6812
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PJ,Captação Líquida Dados Consolidados,EWMA_94,10,0.0712
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,OUTROS,Captação Líquida Dados Consolidados,media_simples,3,0.0136
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PJ,Resgate Dados Consolidados,EWMA_94,3,0.0176
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,EFPC,Resgate Dados Consolidados,EWMA_97,4,0.0032
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,VAREJO,Resgate Dados Consolidados,media_simples,63,0.1101
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,VAREJO,Captação Líquida Dados Consolidados,media_simples,63,0.0941
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_94,126,0.325
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,42,0.1339
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,5,0.0091
2026-06-03,2026-04-30,2026/04/30,04/2026,Ações,INSTITUCIONAIS,Captação Líquida Dados Consolidados,media_simples,63,0.1172
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,OUTROS,Captação Líquida Dados Consolidados,media_simples,2,0.0062
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,VAREJO,Resgate Dados Consolidados,EWMA_94,126,0.2161
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,EFPC,Captação Líquida Dados Consolidados,media_simples,126,0.0683
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,EFPC,Resgate Dados Consolidados,media_simples,2,0.0011
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,PJ,Captação Líquida Dados Consolidados,EWMA_94,63,0.2709
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,PJ,Resgate Dados Consolidados,media_simples,2,0.0067
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,EFPC,Resgate Dados Consolidados,EWMA_97,2,0.0093
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,EFPC,Captação Líquida Dados Consolidados,media_simples,1,0.0053
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,VAREJO,Resgate Dados Consolidados,EWMA_94,21,0.0531
2026-06-03,2026-04-30,2026/04/30,04/2026,Cambial,VAREJO,Captação Líquida Dados Consolidados,EWMA_97,5,0.0097
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_94,3,0.0028
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,PRIVATE,Resgate Dados Consolidados,EWMA_94,2,0.0092
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Consolidados,EWMA_94,4,0.0211
2026-06-03,2026-04-30,2026/04/30,04/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_97,10,0.0132
2026-06-03,2026-04-30,2026/04/30,04/2026,RF DI,EFPC,Captação Líquida Dados Consolidados,media_simples,5,0.0258
2026-06-03,2026-04-30,2026/04/30,04/2026,Renda Fixa,EFPC,Captação Líquida Dados Consolidados,EWMA_97,4,0.0014
