data_captura,indice,indice_nome,codigo_ativo,nome_ativo,tipo_ativo,quantidade_teorica,participacao_pct,reducao_capital,segmento
2026-06-06,IBOV,Ibovespa,LREN3,LOJAS RENNER,ON      NM,982593716,0.624,,
2026-06-06,IBOV,Ibovespa,MGLU3,MAGAZ LUIZA,ON      NM,373155063,0.087,,
2026-06-06,IBOV,Ibovespa,POMO4,MARCOPOLO,PN      N2,728266241,0.175,,
2026-06-06,IBOV,Ibovespa,MBRF3,MARFRIG,ON      NM,761175338,0.512,,
2026-06-06,IBOV,Ibovespa,BEEF3,MINERVA,ON      NM,454804863,0.071,,
2026-06-06,IBOV,Ibovespa,MOTV3,MOTIVA SA,ON      NM,1002196725,0.597,,
2026-06-06,IBOV,Ibovespa,MRVE3,MRV,ON      NM,374681353,0.089,,
2026-06-06,IBOV,Ibovespa,MULT3,MULTIPLAN,ON      N2,320022221,0.387,,
2026-06-06,IBOV,Ibovespa,NATU3,NATURA,ON      NM,838359453,0.347,,
2026-06-06,IBOV,Ibovespa,PETR3,PETROBRAS,ON  EJ  N2,2237877167,4.363,,
2026-06-06,IBOV,Ibovespa,PETR4,PETROBRAS,PN  EX  N2,4410960450,7.691,,
2026-06-06,IBOV,Ibovespa,RECV3,PETRORECSA,ON      NM,274624898,0.126,,
2026-06-06,IBOV,Ibovespa,PSSA3,PORTO SEGURO,ON      NM,178825403,0.365,,
2026-06-06,IBOV,Ibovespa,PRIO3,PRIO,ON      NM,757265605,1.974,,
2026-06-06,IBOV,Ibovespa,RADL3,RAIADROGASIL,ON      NM,1313915830,0.978,,
2026-06-06,IBOV,Ibovespa,RDOR3,REDE D OR,ON      NM,1091469308,1.525,,
2026-06-06,IBOV,Ibovespa,RAIL3,RUMO S.A.,ON      NM,1221155293,0.726,,
2026-06-06,IBOV,Ibovespa,SBSP3,SABESP,ON      NM,2870627990,3.347,,
2026-06-06,IBOV,Ibovespa,SANB11,SANTANDER BR,UNT,360347199,0.411,,
2026-06-06,IBOV,Ibovespa,CSNA3,SID NACIONAL,ON,727975012,0.186,,
2026-06-06,IBOV,Ibovespa,SLCE3,SLC AGRICOLA,ON      NM,220403658,0.139,,
2026-06-06,IBOV,Ibovespa,SMFT3,SMART FIT,ON  EJ  NM,556651316,0.439,,
2026-06-06,IBOV,Ibovespa,SUZB3,SUZANO S.A.,ON      NM,612918471,1.091,,
2026-06-06,IBOV,Ibovespa,TAEE11,TAESA,UNT     N2,218568234,0.360,,
2026-06-06,IBOV,Ibovespa,VIVT3,TELEF BRASIL,ON  EJ,707125712,0.993,,
2026-06-06,IBOV,Ibovespa,TIMS3,TIM,ON      NM,777451080,0.729,,
2026-06-06,IBOV,Ibovespa,TOTS3,TOTVS,ON      NM,533997411,0.754,,
2026-06-06,IBOV,Ibovespa,UGPA3,ULTRAPAR,ON      NM,1067870496,1.137,,
2026-06-06,IBOV,Ibovespa,USIM5,USIMINAS,PNA     N1,518256757,0.250,,
2026-06-06,IBOV,Ibovespa,VALE3,VALE,ON      NM,3535764048,11.866,,
2026-06-06,IBOV,Ibovespa,VAMO3,VAMOS,ON      NM,448052066,0.056,,
2026-06-06,IBOV,Ibovespa,VBBR3,VIBRA,ON      NM,1192004780,1.469,,
2026-06-06,IBOV,Ibovespa,VIVA3,VIVARA S.A.,ON      NM,123698325,0.108,,
2026-06-06,IBOV,Ibovespa,WEGE3,WEG,ON      NM,1485954732,2.690,,
2026-06-06,IBOV,Ibovespa,YDUQ3,YDUQS PART,ON      NM,261365845,0.099,,
2026-06-08,IBOV,Ibovespa,ALOS3,ALLOS,ON      NM,478558715,0.550,,
2026-06-08,IBOV,Ibovespa,ABEV3,AMBEV S/A,ON,4273841357,2.947,,
2026-06-08,IBOV,Ibovespa,ASAI3,ASSAI,ON      NM,1338623499,0.492,,
2026-06-08,IBOV,Ibovespa,AURE3,AUREN,ON      NM,317799925,0.160,,
2026-06-08,IBOV,Ibovespa,AXIA3,AXIA ENERGIA,ON      NM,2156759550,4.668,,
2026-06-08,IBOV,Ibovespa,AZZA3,AZZAS 2154,ON  ATZ NM,109571260,0.080,,
2026-06-08,IBOV,Ibovespa,B3SA3,B3,ON      NM,4997059816,3.284,,
2026-06-08,IBOV,Ibovespa,BBSE3,BBSEGURIDADE,ON      NM,616248544,0.930,,
2026-06-08,IBOV,Ibovespa,BBDC3,BRADESCO,ON  EJ  N1,1464429403,0.945,,
2026-06-08,IBOV,Ibovespa,BBDC4,BRADESCO,PN  EJ  N1,5100889966,3.800,,
2026-06-08,IBOV,Ibovespa,BRAP4,BRADESPAR,PN      N1,250914708,0.234,,
2026-06-08,IBOV,Ibovespa,BBAS3,BRASIL,ON  EJ  NM,2842496541,2.324,,
2026-06-08,IBOV,Ibovespa,BRKM5,BRASKEM,PNA     N1,265709734,0.099,,
2026-06-08,IBOV,Ibovespa,BRAV3,BRAVA,ON      NM,462883017,0.415,,
2026-06-08,IBOV,Ibovespa,BPAC11,BTGP BANCO,UNT     N2,1194624560,2.580,,
2026-06-08,IBOV,Ibovespa,CXSE3,CAIXA SEGURI,ON      NM,600000000,0.450,,
2026-06-08,IBOV,Ibovespa,CEAB3,CEA MODAS,ON      NM,204964309,0.099,,
2026-06-08,IBOV,Ibovespa,CMIG4,CEMIG,PN      N1,1904057894,0.883,,
2026-06-08,IBOV,Ibovespa,COGN3,COGNA ON,ON      NM,1915914094,0.197,,
2026-06-08,IBOV,Ibovespa,CSMG3,COPASA,ON      NM,188467895,0.457,,
2026-06-08,IBOV,Ibovespa,CPLE3,COPEL,ON      NM,2969406694,1.828,,
2026-06-08,IBOV,Ibovespa,CSAN3,COSAN,ON  ATZ NM,2242671999,0.343,,
2026-06-08,IBOV,Ibovespa,CPFE3,CPFL ENERGIA,ON      NM,187732538,0.342,,
2026-06-08,IBOV,Ibovespa,CMIN3,CSNMINERACAO,ON      N2,1646519336,0.307,,
2026-06-08,IBOV,Ibovespa,CURY3,CURY S/A,ON      NM,160988231,0.197,,
2026-06-08,IBOV,Ibovespa,CYRE3,CYRELA REALT,ON      NM,281609283,0.238,,
2026-06-08,IBOV,Ibovespa,DIRR3,DIRECIONAL,ON      NM,327091595,0.172,,
2026-06-08,IBOV,Ibovespa,EMBJ3,EMBRAER,ON      NM,711833141,2.196,,
2026-06-08,IBOV,Ibovespa,ENGI11,ENERGISA,UNT     N2,325503046,0.645,,
2026-06-08,IBOV,Ibovespa,ENEV3,ENEVA,ON      NM,1913352180,1.949,,
2026-06-08,IBOV,Ibovespa,EGIE3,ENGIE BRASIL,ON      NM,357310487,0.514,,
2026-06-08,IBOV,Ibovespa,EQTL3,EQUATORIAL,ON      NM,1247728993,2.070,,
2026-06-08,IBOV,Ibovespa,FLRY3,FLEURY,ON      NM,447150822,0.282,,
2026-06-08,IBOV,Ibovespa,GGBR4,GERDAU,PN      N1,1258208269,1.260,,
2026-06-08,IBOV,Ibovespa,GOAU4,GERDAU MET,PN      N1,830837767,0.360,,
2026-06-08,IBOV,Ibovespa,HAPV3,HAPVIDA,ON      NM,271662290,0.127,,
2026-06-08,IBOV,Ibovespa,HYPE3,HYPERA,ON      NM,321083946,0.287,,
2026-06-08,IBOV,Ibovespa,IGTI11,IGUATEMI S.A,UNT     N1,205800982,0.218,,
2026-06-08,IBOV,Ibovespa,ISAE4,ISA ENERGIA,PN      N1,415568772,0.478,,
2026-06-08,IBOV,Ibovespa,ITSA4,ITAUSA,PN  EJ  N1,5970738360,3.192,,
2026-06-08,IBOV,Ibovespa,ITUB4,ITAUUNIBANCO,PN  EJ  N1,5050269111,8.362,,
2026-06-08,IBOV,Ibovespa,KLBN11,KLABIN S/A,UNT     N2,804572623,0.585,,
2026-06-08,IBOV,Ibovespa,RENT3,LOCALIZA,ON      NM,978479038,1.693,,
2026-06-08,IBOV,Ibovespa,LREN3,LOJAS RENNER,ON      NM,982593716,0.624,,
2026-06-08,IBOV,Ibovespa,MGLU3,MAGAZ LUIZA,ON      NM,373155063,0.087,,
2026-06-08,IBOV,Ibovespa,POMO4,MARCOPOLO,PN      N2,728266241,0.175,,
2026-06-08,IBOV,Ibovespa,MBRF3,MARFRIG,ON      NM,761175338,0.512,,
2026-06-08,IBOV,Ibovespa,BEEF3,MINERVA,ON      NM,454804863,0.071,,
2026-06-08,IBOV,Ibovespa,MOTV3,MOTIVA SA,ON      NM,1002196725,0.597,,
2026-06-08,IBOV,Ibovespa,MRVE3,MRV,ON      NM,374681353,0.089,,
2026-06-08,IBOV,Ibovespa,MULT3,MULTIPLAN,ON      N2,320022221,0.387,,
2026-06-08,IBOV,Ibovespa,NATU3,NATURA,ON      NM,838359453,0.347,,
2026-06-08,IBOV,Ibovespa,PETR3,PETROBRAS,ON  EJ  N2,2237877167,4.363,,
2026-06-08,IBOV,Ibovespa,PETR4,PETROBRAS,PN  EX  N2,4410960450,7.691,,
2026-06-08,IBOV,Ibovespa,RECV3,PETRORECSA,ON      NM,274624898,0.126,,
2026-06-08,IBOV,Ibovespa,PSSA3,PORTO SEGURO,ON      NM,178825403,0.365,,
2026-06-08,IBOV,Ibovespa,PRIO3,PRIO,ON      NM,757265605,1.974,,
2026-06-08,IBOV,Ibovespa,RADL3,RAIADROGASIL,ON      NM,1313915830,0.978,,
2026-06-08,IBOV,Ibovespa,RDOR3,REDE D OR,ON      NM,1091469308,1.525,,
2026-06-08,IBOV,Ibovespa,RAIL3,RUMO S.A.,ON      NM,1221155293,0.726,,
2026-06-08,IBOV,Ibovespa,SBSP3,SABESP,ON      NM,2870627990,3.347,,
2026-06-08,IBOV,Ibovespa,SANB11,SANTANDER BR,UNT,360347199,0.411,,
2026-06-08,IBOV,Ibovespa,CSNA3,SID NACIONAL,ON,727975012,0.186,,
2026-06-08,IBOV,Ibovespa,SLCE3,SLC AGRICOLA,ON      NM,220403658,0.139,,
2026-06-08,IBOV,Ibovespa,SMFT3,SMART FIT,ON  EJ  NM,556651316,0.439,,
2026-06-08,IBOV,Ibovespa,SUZB3,SUZANO S.A.,ON      NM,612918471,1.091,,
2026-06-08,IBOV,Ibovespa,TAEE11,TAESA,UNT     N2,218568234,0.360,,
2026-06-08,IBOV,Ibovespa,VIVT3,TELEF BRASIL,ON  EJ,707125712,0.993,,
2026-06-08,IBOV,Ibovespa,TIMS3,TIM,ON      NM,777451080,0.729,,
2026-06-08,IBOV,Ibovespa,TOTS3,TOTVS,ON      NM,533997411,0.754,,
2026-06-08,IBOV,Ibovespa,UGPA3,ULTRAPAR,ON      NM,1067870496,1.137,,
2026-06-08,IBOV,Ibovespa,USIM5,USIMINAS,PNA     N1,518256757,0.250,,
2026-06-08,IBOV,Ibovespa,VALE3,VALE,ON      NM,3535764048,11.866,,
2026-06-08,IBOV,Ibovespa,VAMO3,VAMOS,ON      NM,448052066,0.056,,
2026-06-08,IBOV,Ibovespa,VBBR3,VIBRA,ON      NM,1192004780,1.469,,
2026-06-08,IBOV,Ibovespa,VIVA3,VIVARA S.A.,ON      NM,123698325,0.108,,
2026-06-08,IBOV,Ibovespa,WEGE3,WEG,ON      NM,1485954732,2.690,,
2026-06-08,IBOV,Ibovespa,YDUQ3,YDUQS PART,ON      NM,261365845,0.099,,
2026-06-09,IBOV,Ibovespa,ALOS3,ALLOS,ON      NM,478558715,0.549,,
2026-06-09,IBOV,Ibovespa,ABEV3,AMBEV S/A,ON,4273841357,2.937,,
2026-06-09,IBOV,Ibovespa,ASAI3,ASSAI,ON      NM,1338623499,0.483,,
2026-06-09,IBOV,Ibovespa,AURE3,AUREN,ON      NM,317799925,0.158,,
2026-06-09,IBOV,Ibovespa,AXIA3,AXIA ENERGIA,ON      NM,2156759550,4.656,,
2026-06-09,IBOV,Ibovespa,AZZA3,AZZAS 2154,ON  ATZ NM,109571260,0.080,,
2026-06-09,IBOV,Ibovespa,B3SA3,B3,ON      NM,4997059816,3.250,,
2026-06-09,IBOV,Ibovespa,BBSE3,BBSEGURIDADE,ON      NM,616248544,0.945,,
2026-06-09,IBOV,Ibovespa,BBDC3,BRADESCO,ON  EJ  N1,1464429403,0.937,,
2026-06-09,IBOV,Ibovespa,BBDC4,BRADESCO,PN  EJ  N1,5100889966,3.749,,
2026-06-09,IBOV,Ibovespa,BRAP4,BRADESPAR,PN      N1,250914708,0.231,,
2026-06-09,IBOV,Ibovespa,BBAS3,BRASIL,ON  EJ  NM,2842496541,2.320,,
2026-06-09,IBOV,Ibovespa,BRKM5,BRASKEM,PNA     N1,265709734,0.101,,
2026-06-09,IBOV,Ibovespa,BRAV3,BRAVA,ON      NM,462883017,0.421,,
2026-06-09,IBOV,Ibovespa,BPAC11,BTGP BANCO,UNT     N2,1194624560,2.578,,
2026-06-09,IBOV,Ibovespa,CXSE3,CAIXA SEGURI,ON      NM,600000000,0.454,,
2026-06-09,IBOV,Ibovespa,CEAB3,CEA MODAS,ON      NM,204964309,0.098,,
2026-06-09,IBOV,Ibovespa,CMIG4,CEMIG,PN      N1,1904057894,0.875,,
2026-06-09,IBOV,Ibovespa,COGN3,COGNA ON,ON      NM,1915914094,0.193,,
2026-06-09,IBOV,Ibovespa,CSMG3,COPASA,ON      NM,188467895,0.461,,
2026-06-09,IBOV,Ibovespa,CPLE3,COPEL,ON      NM,2969406694,1.827,,
2026-06-09,IBOV,Ibovespa,CSAN3,COSAN,ON      NM,2242671999,0.329,,
2026-06-09,IBOV,Ibovespa,CPFE3,CPFL ENERGIA,ON      NM,187732538,0.342,,
2026-06-09,IBOV,Ibovespa,CMIN3,CSNMINERACAO,ON      N2,1646519336,0.303,,
2026-06-09,IBOV,Ibovespa,CURY3,CURY S/A,ON      NM,160988231,0.200,,
2026-06-09,IBOV,Ibovespa,CYRE3,CYRELA REALT,ON      NM,281609283,0.242,,
2026-06-09,IBOV,Ibovespa,DIRR3,DIRECIONAL,ON      NM,327091595,0.172,,
2026-06-09,IBOV,Ibovespa,EMBJ3,EMBRAER,ON      NM,711833141,2.234,,
2026-06-09,IBOV,Ibovespa,ENGI11,ENERGISA,UNT     N2,325503046,0.643,,
2026-06-09,IBOV,Ibovespa,ENEV3,ENEVA,ON      NM,1913352180,1.958,,
2026-06-09,IBOV,Ibovespa,EGIE3,ENGIE BRASIL,ON      NM,357310487,0.510,,
2026-06-09,IBOV,Ibovespa,EQTL3,EQUATORIAL,ON      NM,1247728993,2.058,,
2026-06-09,IBOV,Ibovespa,FLRY3,FLEURY,ON      NM,447150822,0.279,,
2026-06-09,IBOV,Ibovespa,GGBR4,GERDAU,PN      N1,1258208269,1.273,,
2026-06-09,IBOV,Ibovespa,GOAU4,GERDAU MET,PN      N1,830837767,0.366,,
2026-06-09,IBOV,Ibovespa,HAPV3,HAPVIDA,ON      NM,271662290,0.126,,
2026-06-09,IBOV,Ibovespa,HYPE3,HYPERA,ON      NM,321083946,0.283,,
2026-06-09,IBOV,Ibovespa,IGTI11,IGUATEMI S.A,UNT     N1,205800982,0.216,,
2026-06-09,IBOV,Ibovespa,ISAE4,ISA ENERGIA,PN      N1,415568772,0.476,,
2026-06-09,IBOV,Ibovespa,ITSA4,ITAUSA,PN  EJ  N1,5970738360,3.169,,
2026-06-09,IBOV,Ibovespa,ITUB4,ITAUUNIBANCO,PN  EJ  N1,5050269111,8.313,,
2026-06-09,IBOV,Ibovespa,KLBN11,KLABIN S/A,UNT     N2,804572623,0.589,,
2026-06-09,IBOV,Ibovespa,RENT3,LOCALIZA,ON      NM,978479038,1.680,,
2026-06-09,IBOV,Ibovespa,LREN3,LOJAS RENNER,ON      NM,982593716,0.628,,
2026-06-09,IBOV,Ibovespa,MGLU3,MAGAZ LUIZA,ON      NM,373155063,0.085,,
2026-06-09,IBOV,Ibovespa,POMO4,MARCOPOLO,PN      N2,728266241,0.178,,
2026-06-09,IBOV,Ibovespa,MBRF3,MARFRIG,ON      NM,761175338,0.505,,
2026-06-09,IBOV,Ibovespa,BEEF3,MINERVA,ON      NM,454804863,0.071,,
2026-06-09,IBOV,Ibovespa,MOTV3,MOTIVA SA,ON      NM,1002196725,0.595,,
2026-06-09,IBOV,Ibovespa,MRVE3,MRV,ON      NM,374681353,0.085,,
2026-06-09,IBOV,Ibovespa,MULT3,MULTIPLAN,ON      N2,320022221,0.385,,
2026-06-09,IBOV,Ibovespa,NATU3,NATURA,ON      NM,838359453,0.339,,
2026-06-09,IBOV,Ibovespa,PETR3,PETROBRAS,ON  EJ  N2,2237877167,4.403,,
2026-06-09,IBOV,Ibovespa,PETR4,PETROBRAS,PN  EJ  N2,4410960450,7.770,,
2026-06-09,IBOV,Ibovespa,RECV3,PETRORECSA,ON      NM,274624898,0.127,,
2026-06-09,IBOV,Ibovespa,PSSA3,PORTO SEGURO,ON      NM,178825403,0.366,,
2026-06-09,IBOV,Ibovespa,PRIO3,PRIO,ON      NM,757265605,2.024,,
2026-06-09,IBOV,Ibovespa,RADL3,RAIADROGASIL,ON      NM,1313915830,1.001,,
2026-06-09,IBOV,Ibovespa,RDOR3,REDE D OR,ON      NM,1091469308,1.526,,
2026-06-09,IBOV,Ibovespa,RAIL3,RUMO S.A.,ON      NM,1221155293,0.706,,
2026-06-09,IBOV,Ibovespa,SBSP3,SABESP,ON      NM,2870627990,3.345,,
2026-06-09,IBOV,Ibovespa,SANB11,SANTANDER BR,UNT,360347199,0.412,,
2026-06-09,IBOV,Ibovespa,CSNA3,SID NACIONAL,ON,727975012,0.184,,
2026-06-09,IBOV,Ibovespa,SLCE3,SLC AGRICOLA,ON      NM,220403658,0.136,,
2026-06-09,IBOV,Ibovespa,SMFT3,SMART FIT,ON  EJ  NM,556651316,0.435,,
2026-06-09,IBOV,Ibovespa,SUZB3,SUZANO S.A.,ON      NM,612918471,1.099,,
2026-06-09,IBOV,Ibovespa,TAEE11,TAESA,UNT     N2,218568234,0.363,,
2026-06-09,IBOV,Ibovespa,VIVT3,TELEF BRASIL,ON  EJ,707125712,1.007,,
2026-06-09,IBOV,Ibovespa,TIMS3,TIM,ON      NM,777451080,0.734,,
2026-06-09,IBOV,Ibovespa,TOTS3,TOTVS,ON      NM,533997411,0.738,,
2026-06-09,IBOV,Ibovespa,UGPA3,ULTRAPAR,ON      NM,1067870496,1.126,,
2026-06-09,IBOV,Ibovespa,USIM5,USIMINAS,PNA     N1,518256757,0.248,,
2026-06-09,IBOV,Ibovespa,VALE3,VALE,ON      NM,3535764048,11.796,,
2026-06-09,IBOV,Ibovespa,VAMO3,VAMOS,ON      NM,448052066,0.056,,
2026-06-09,IBOV,Ibovespa,VBBR3,VIBRA,ON      NM,1192004780,1.462,,
2026-06-09,IBOV,Ibovespa,VIVA3,VIVARA S.A.,ON      NM,123698325,0.108,,
2026-06-09,IBOV,Ibovespa,WEGE3,WEG,ON      NM,1485954732,2.794,,
2026-06-09,IBOV,Ibovespa,YDUQ3,YDUQS PART,ON      NM,261365845,0.099,,
2026-06-10,IBOV,Ibovespa,ALOS3,ALLOS,ON      NM,478558715,0.548,,
2026-06-10,IBOV,Ibovespa,ABEV3,AMBEV S/A,ON,4273841357,2.940,,
2026-06-10,IBOV,Ibovespa,ASAI3,ASSAI,ON      NM,1338623499,0.477,,
2026-06-10,IBOV,Ibovespa,AURE3,AUREN,ON      NM,317799925,0.159,,
2026-06-10,IBOV,Ibovespa,AXIA3,AXIA ENERGIA,ON  ATZ NM,2156759550,4.620,,
2026-06-10,IBOV,Ibovespa,AZZA3,AZZAS 2154,ON  ATZ NM,109571260,0.080,,
2026-06-10,IBOV,Ibovespa,B3SA3,B3,ON      NM,4997059816,3.264,,
2026-06-10,IBOV,Ibovespa,BBSE3,BBSEGURIDADE,ON      NM,616248544,0.948,,
2026-06-10,IBOV,Ibovespa,BBDC3,BRADESCO,ON  EJ  N1,1464429403,0.941,,
2026-06-10,IBOV,Ibovespa,BBDC4,BRADESCO,PN  EJ  N1,5100889966,3.774,,
2026-06-10,IBOV,Ibovespa,BRAP4,BRADESPAR,PN      N1,250914708,0.233,,
2026-06-10,IBOV,Ibovespa,BBAS3,BRASIL,ON  EJ  NM,2842496541,2.306,,
2026-06-10,IBOV,Ibovespa,BRKM5,BRASKEM,PNA     N1,265709734,0.104,,
2026-06-10,IBOV,Ibovespa,BRAV3,BRAVA,ON      NM,462883017,0.417,,
2026-06-10,IBOV,Ibovespa,BPAC11,BTGP BANCO,UNT     N2,1194624560,2.578,,
2026-06-10,IBOV,Ibovespa,CXSE3,CAIXA SEGURI,ON      NM,600000000,0.457,,
2026-06-10,IBOV,Ibovespa,CEAB3,CEA MODAS,ON      NM,204964309,0.098,,
2026-06-10,IBOV,Ibovespa,CMIG4,CEMIG,PN      N1,1904057894,0.874,,
2026-06-10,IBOV,Ibovespa,COGN3,COGNA ON,ON      NM,1915914094,0.194,,
2026-06-10,IBOV,Ibovespa,CSMG3,COPASA,ON      NM,188467895,0.460,,
2026-06-10,IBOV,Ibovespa,CPLE3,COPEL,ON      NM,2969406694,1.838,,
2026-06-10,IBOV,Ibovespa,CSAN3,COSAN,ON      NM,2242671999,0.324,,
2026-06-10,IBOV,Ibovespa,CPFE3,CPFL ENERGIA,ON      NM,187732538,0.347,,
2026-06-10,IBOV,Ibovespa,CMIN3,CSNMINERACAO,ON      N2,1646519336,0.304,,
2026-06-10,IBOV,Ibovespa,CURY3,CURY S/A,ON      NM,160988231,0.206,,
2026-06-10,IBOV,Ibovespa,CYRE3,CYRELA REALT,ON      NM,281609283,0.248,,
2026-06-10,IBOV,Ibovespa,DIRR3,DIRECIONAL,ON      NM,327091595,0.178,,
2026-06-10,IBOV,Ibovespa,EMBJ3,EMBRAER,ON      NM,711833141,2.197,,
2026-06-10,IBOV,Ibovespa,ENGI11,ENERGISA,UNT     N2,325503046,0.645,,
2026-06-10,IBOV,Ibovespa,ENEV3,ENEVA,ON      NM,1913352180,2.006,,
2026-06-10,IBOV,Ibovespa,EGIE3,ENGIE BRASIL,ON      NM,357310487,0.513,,
2026-06-10,IBOV,Ibovespa,EQTL3,EQUATORIAL,ON      NM,1247728993,2.053,,
2026-06-10,IBOV,Ibovespa,FLRY3,FLEURY,ON      NM,447150822,0.289,,
2026-06-10,IBOV,Ibovespa,GGBR4,GERDAU,PN      N1,1258208269,1.253,,
2026-06-10,IBOV,Ibovespa,GOAU4,GERDAU MET,PN      N1,830837767,0.364,,
2026-06-10,IBOV,Ibovespa,HAPV3,HAPVIDA,ON      NM,271662290,0.131,,
2026-06-10,IBOV,Ibovespa,HYPE3,HYPERA,ON      NM,321083946,0.288,,
2026-06-10,IBOV,Ibovespa,IGTI11,IGUATEMI S.A,UNT     N1,205800982,0.217,,
2026-06-10,IBOV,Ibovespa,ISAE4,ISA ENERGIA,PN      N1,415568772,0.483,,
2026-06-10,IBOV,Ibovespa,ITSA4,ITAUSA,PN  EJ  N1,5970738360,3.188,,
2026-06-10,IBOV,Ibovespa,ITUB4,ITAUUNIBANCO,PN  EJ  N1,5050269111,8.407,,
2026-06-10,IBOV,Ibovespa,KLBN11,KLABIN S/A,UNT     N2,804572623,0.582,,
2026-06-10,IBOV,Ibovespa,RENT3,LOCALIZA,ON      NM,978479038,1.697,,
2026-06-10,IBOV,Ibovespa,LREN3,LOJAS RENNER,ON      NM,982593716,0.626,,
2026-06-10,IBOV,Ibovespa,MGLU3,MAGAZ LUIZA,ON      NM,373155063,0.087,,
2026-06-10,IBOV,Ibovespa,POMO4,MARCOPOLO,PN      N2,728266241,0.179,,
2026-06-10,IBOV,Ibovespa,MBRF3,MARFRIG,ON      NM,761175338,0.500,,
2026-06-10,IBOV,Ibovespa,BEEF3,MINERVA,ON      NM,454804863,0.070,,
2026-06-10,IBOV,Ibovespa,MOTV3,MOTIVA SA,ON      NM,1002196725,0.597,,
2026-06-10,IBOV,Ibovespa,MRVE3,MRV,ON      NM,374681353,0.085,,
2026-06-10,IBOV,Ibovespa,MULT3,MULTIPLAN,ON      N2,320022221,0.387,,
2026-06-10,IBOV,Ibovespa,NATU3,NATURA,ON      NM,838359453,0.327,,
2026-06-10,IBOV,Ibovespa,PETR3,PETROBRAS,ON  EJ  N2,2237877167,4.381,,
2026-06-10,IBOV,Ibovespa,PETR4,PETROBRAS,PN  EJ  N2,4410960450,7.708,,
2026-06-10,IBOV,Ibovespa,RECV3,PETRORECSA,ON      NM,274624898,0.125,,
2026-06-10,IBOV,Ibovespa,PSSA3,PORTO SEGURO,ON      NM,178825403,0.369,,
2026-06-10,IBOV,Ibovespa,PRIO3,PRIO,ON      NM,757265605,1.986,,
2026-06-10,IBOV,Ibovespa,RADL3,RAIADROGASIL,ON      NM,1313915830,1.010,,
2026-06-10,IBOV,Ibovespa,RDOR3,REDE D OR,ON      NM,1091469308,1.545,,
2026-06-10,IBOV,Ibovespa,RAIL3,RUMO S.A.,ON      NM,1221155293,0.699,,
2026-06-10,IBOV,Ibovespa,SBSP3,SABESP,ON      NM,2870627990,3.374,,
2026-06-10,IBOV,Ibovespa,SANB11,SANTANDER BR,UNT,360347199,0.416,,
2026-06-10,IBOV,Ibovespa,CSNA3,SID NACIONAL,ON  ATZ,727975012,0.187,,
2026-06-10,IBOV,Ibovespa,SLCE3,SLC AGRICOLA,ON      NM,220403658,0.136,,
2026-06-10,IBOV,Ibovespa,SMFT3,SMART FIT,ON  EJ  NM,556651316,0.444,,
2026-06-10,IBOV,Ibovespa,SUZB3,SUZANO S.A.,ON      NM,612918471,1.094,,
2026-06-10,IBOV,Ibovespa,TAEE11,TAESA,UNT     N2,218568234,0.364,,
2026-06-10,IBOV,Ibovespa,VIVT3,TELEF BRASIL,ON,707125712,0.989,,
2026-06-10,IBOV,Ibovespa,TIMS3,TIM,ON      NM,777451080,0.732,,
2026-06-10,IBOV,Ibovespa,TOTS3,TOTVS,ON      NM,533997411,0.698,,
2026-06-10,IBOV,Ibovespa,UGPA3,ULTRAPAR,ON      NM,1067870496,1.146,,
2026-06-10,IBOV,Ibovespa,USIM5,USIMINAS,PNA     N1,518256757,0.245,,
2026-06-10,IBOV,Ibovespa,VALE3,VALE,ON      NM,3535764048,11.781,,
2026-06-10,IBOV,Ibovespa,VAMO3,VAMOS,ON      NM,448052066,0.055,,
2026-06-10,IBOV,Ibovespa,VBBR3,VIBRA,ON      NM,1192004780,1.487,,
2026-06-10,IBOV,Ibovespa,VIVA3,VIVARA S.A.,ON      NM,123698325,0.110,,
2026-06-10,IBOV,Ibovespa,WEGE3,WEG,ON      NM,1485954732,2.733,,
2026-06-10,IBOV,Ibovespa,YDUQ3,YDUQS PART,ON      NM,261365845,0.098,,
2026-06-11,IBOV,Ibovespa,ALOS3,ALLOS,ON      NM,478558715,0.546,,
2026-06-11,IBOV,Ibovespa,ABEV3,AMBEV S/A,ON,4273841357,2.974,,
2026-06-11,IBOV,Ibovespa,ASAI3,ASSAI,ON      NM,1338623499,0.469,,
2026-06-11,IBOV,Ibovespa,AURE3,AUREN,ON      NM,317799925,0.157,,
2026-06-11,IBOV,Ibovespa,AXIA3,AXIA ENERGIA,ON  ATZ NM,2156759550,4.658,,
2026-06-11,IBOV,Ibovespa,AZZA3,AZZAS 2154,ON  ATZ NM,109571260,0.079,,
2026-06-11,IBOV,Ibovespa,B3SA3,B3,ON      NM,4997059816,3.230,,
2026-06-11,IBOV,Ibovespa,BBSE3,BBSEGURIDADE,ON      NM,616248544,0.965,,
2026-06-11,IBOV,Ibovespa,BBDC3,BRADESCO,ON  EJ  N1,1464429403,0.943,,
2026-06-11,IBOV,Ibovespa,BBDC4,BRADESCO,PN  EJ  N1,5100889966,3.763,,
2026-06-11,IBOV,Ibovespa,BRAP4,BRADESPAR,PN      N1,250914708,0.233,,
2026-06-11,IBOV,Ibovespa,BBAS3,BRASIL,ON  EJ  NM,2842496541,2.309,,
2026-06-11,IBOV,Ibovespa,BRKM5,BRASKEM,PNA     N1,265709734,0.105,,
